title,question,context,text,Source,Source URL,Organization,Country,Last Retrieved Time
General,What is a coronavirus,"Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.",Coronaviruses are a large family of viruses which may cause illness in animals or humans.,Website,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,WHO,International,20-03-2020 11:43
,What kind of diseases are caused by corona virus,,coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS),,,,,
,What is covid-19,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.",COVID-19 is the infectious disease caused by the most recently discovered coronavirus,Website,https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,WHO,International,
,When does corona disease started,,"Wuhan, China, in December 2019.",,,,,
,what are the symptoms of covid-19,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but don’t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.","The most common symptoms of COVID-19 are fever, tiredness, and dry cough",,,,,
,What are other symptoms of corona,,"Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea",,,,,
,how does covid-19 spread,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings. Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?” The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings. The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating.",can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs,,,,,
,Can covid-19 spread through close contact,,People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets,,,,,
,Can the virus that causes COVID-19 be transmitted through the air?,,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air,,,,,
,Can CoVID-19 be caught from a person who has no symptoms?,,The risk of catching COVID-19 from someone with no symptoms at all is very low,,,,,
,can corona spread from asymptotic patitnets,,"It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill",,,,,
,Can I catch COVID-19 from the feces of someone with the disease?,,The risk of catching COVID-19 from the feces of an infected person appears to be low,,,,,
,Who is doing research on this disease,,WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings,,,,,
,What can I do to protect myself and prevent the spread of disease ?,"""Protection measures for everyone

Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news.

You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions:

    Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.
    Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.
    Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.
    Why? When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.
    Avoid touching eyes, nose and mouth.
    Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.
    Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.
    Why? Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19.
    Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority.
    Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections.
    Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places especially if you are an older person or have diabetes, heart or lung disease.
    Why? You have a higher chance of catching COVID-19 in one of these areas.""",Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.,,,,,
,What are more ways to protect myself,,Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.,,,,,
,Suggest more ways to protect myself,,"Avoid touching eyes, nose and mouth.",,,,,
,How to cover my mouth,,"Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze",,,,,
,When should I stay at home,,"Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention",,,,,
,whe should I avoid travel,,"avoid traveling to places especially if you are an older person or have diabetes, heart or lung disease.",,,,,
,Protection measures for persons who are in or have recently visited (past 14 days) areas where COVID-19 is spreading,"Follow the guidance outlined above (Protection measures for everyone)
    Self-isolate by staying at home if you begin to feel unwell, even with mild symptoms such as headache, low grade fever (37.3 C or above) and slight runny nose, until you recover. If it is essential for you to have someone bring you supplies or to go out, e.g. to buy food, then wear a mask to avoid infecting other people.
    Why? Avoiding contact with others and visits to medical facilities will allow these facilities to operate more effectively and help protect you and others from possible COVID-19 and other viruses.
    If you develop fever, cough and difficulty breathing, seek medical advice promptly as this may be due to a respiratory infection or other serious condition. Call in advance and tell your provider of any recent travel or contact with travelers.
    Why? Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also help to prevent possible spread of COVID-19 and other viruses.
",Self-isolate by staying at home if you begin to feel unwell,,,,,
,Whe should I seek medical advice,,"If you develop fever, cough and difficulty breathing, seek medical advice promptly",,,,,
,How likely am I to catch covid-19,"The risk depends on where you  are - and more specifically, whether there is a COVID-19 outbreak unfolding there.

For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.

COVID-19 outbreaks can be contained and transmission stopped, as has been shown in China and some other countries. Unfortunately, new outbreaks can emerge rapidly. It’s important to be aware of the situation where you are or intend to go. WHO publishes daily updates on the COVID-19 situation worldwide.

You can see these at https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/ ","The risk depends on where you  are - and more specifically, whether there is a COVID-19 outbreak unfolding there",,,,,
,Who is at high risk of developing covid-19,,"there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher",,,,,
,Should I worry about covid-19,"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.
We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.

Learn more about how to protect yourself at https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public","Illness due to COVID-19 infection is generally mild, especially for children and young adults",,,,,
,I am worried about covid-19,,"quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.
We can channel our concerns into actions to protect ourselves, our loved ones and our communities",,,,,
,Who is at risk of developing severe illness,"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes)  appear to develop serious illness more often than others. ","persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes) ",,,,,
,Are antibiotics effective in preventing or treating the covid-19,"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.",No,,,,,
,Why antibiotics are not effective in preventing corona virus,,No. Antibiotics do not work against viruses,,,,,
,Why antibiotics are not effective in preventing covid-19,,"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work",,,,,
,Are there any medicines or therapies that can prevent or cure covid-19,"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines. WHO will continue to provide updated information as soon as clinical findings are available.",there is no evidence that current medicine can prevent or cure the disease,,,,,
,"Is there a vaccine, drug or treatment for covid-19","Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care",Not yet,,,,,
,Is covid-19 the same as sars,"No. The virus that causes COVID-19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome (SARS) in 2003 are related to each other genetically, but the diseases they cause are quite different.",No,,,,,
,Should I wear a mask to protect myself,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.",Only wear a mask if you are ill with COVID-19 symptoms,,,,,
,When should I wear a mask to protect myself,,wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19,,,,,
,"How to put on, use, take off and dispose of a mask","    Remember, a mask should only be used by health workers, care takers, and individuals with respiratory symptoms, such as fever and cough.
    Before touching the mask, clean hands with an alcohol-based hand rub or soap and water
    Take the mask and inspect it for tears or holes.
    Orient which side is the top side (where the metal strip is).
    Ensure the proper side of the mask faces outwards (the coloured side).
    Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.
    Pull down the mask’s bottom so it covers your mouth and your chin.
    After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask.
    Discard the mask in a closed bin immediately after use.
    Perform hand hygiene after touching or discarding the mask – Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water.","Before touching the mask, clean hands with an alcohol-based hand rub or soap and water",,,,,
,How long in incubation period for covid-19,"The “incubation period” means the time between catching the virus and beginning to have symptoms of the disease. Most estimates of the incubation period for COVID-19 range from 1-14 days, most commonly around five days. These estimates will be updated as more data become available.",1-14 days,,,,,
,How long in incubation period for corona,, Most estimates of the incubation period for COVID-19 range from 1-14 days,,,,,
,Can humans become infected with the COVID-19 from an animal source?,"Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed. While there has been one instance of a dog being infected in Hong Kong, to date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly. 

WHO continues to monitor the latest research on this and other COVID-19 topics and will update as new findings are available.",Occasionally,,,,,
,Can I catch covid-19 from my pet,,"While there has been one instance of a dog being infected in Hong Kong, to date, there is no evidence that a dog, cat or any pet can transmit COVID-19. COVID-19 is mainly spread through droplets produced when an infected person coughs, sneezes, or speaks. To protect yourself, clean your hands frequently and thoroughly.",,,,,
,How long does the virus survive on surfaces,"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).",few hours or up to several days,,,,,
,Is it safe to receive a package from any area where COVID-19 has been reported?,"Yes. The likelihood of an infected person contaminating commercial goods is low and the risk of catching the virus that causes COVID-19 from a package that has been moved, travelled, and exposed to different conditions and temperature is also low. ",Yes,,,,,
,,,,,,,,
,Is it possible to be infected with the new coronavirus in Switzerland?,,"Yes, and the risk of becoming infected with coronavirus in Switzerland is increasing.",,,,,
,How is the new coronavirus transmitted?,,"By close and prolonged contact: If you’re closer than two metres to a person who has con-tracted the illness.

By droplet infection: If one person sneezes or coughs, the virus can be transported directly to the mucous membranes in the nose, mouth or eyes of other people.

Via your hands: Infectious droplets can get onto your hands from coughing and sneezing. Or you come into contact with a surface contaminated with the virus They can then get into your system if you touch your mouth, nose or eyes.",,,,,
,Why is it important to follow rules on hygiene and how to behave around others?,,"We are dealing with a new virus against which humans have not yet developed immunity. That is why so many people are being infected and developing the disease, and why the spread of the new coronavirus must be delayed as far as possible.

In particular those at high risk of becoming seriously ill must be protected. These include people over the age of 65, and those with underlying health conditions (high blood pressure, diabetes, cardiovascular diseases, chronic respiratory diseases, cancer) and those with diseases or receiving treatments that weaken the immune system.

If we follow all of the rules (see «Protect yourself and others»), we can reduce the risk of exposing these people to the infection. That way we can also ensure that our health system is able to continue to provide good treatment to those who are seriously ill. This is important because intensive care units only have a limited number of beds and ventilators.",,,,,
,How long is the period between infection and the appearance of symptoms? And when do people become contagious?,,"The new coronavirus has an incubation period – i.e. the time between infection and the appearance of the first symptoms – of around five days. However, this period can last up to 14 days.

Anyone contracting the new coronavirus is infectious for a long time. Namely:

A day before symptoms appear, so before you even notice that you’ve contracted the disease;.
While you are experiencing symptoms of the illness. That is when you are most infectious.
Until at least 48 hours after you have recovered.",,,,,
